r,b,v_PF,P_r,P_b_given_r
19,29,5.43049223e-06,0.042531,0.000128
19,30,3.80901084e-06,0.042531,0.000090
19,31,2.64202758e-06,0.042531,0.000062
19,32,1.80488813e-06,0.042531,0.000042
19,33,1.08876135e-06,0.042531,0.000026
19,34,6.41895627e-07,0.042531,0.000015
19,35,3.72715954e-07,0.042531,0.000009
19,36,2.16427579e-07,0.042531,0.000005
19,37,1.26945823e-07,0.042531,0.000003
19,38,6.82976437e-08,0.042531,0.000002
19,39,4.41428641e-08,0.042531,0.000001
19,40,2.36430562e-08,0.042531,0.000001
19,41,1.07946011e-08,0.042531,0.000000
19,42,6.72192898e-09,0.042531,0.000000
19,43,3.12481908e-09,0.042531,0.000000
19,44,0.00000000e+00,0.042531,0.000000
19,45,0.00000000e+00,0.042531,0.000000
19,46,0.00000000e+00,0.042531,0.000000
19,47,0.00000000e+00,0.042531,0.000000
19,48,0.00000000e+00,0.042531,0.000000
19,49,0.00000000e+00,0.042531,0.000000
19,50,0.00000000e+00,0.042531,0.000000
19,51,0.00000000e+00,0.042531,0.000000
19,52,0.00000000e+00,0.042531,0.000000
19,53,0.00000000e+00,0.042531,0.000000
19,54,0.00000000e+00,0.042531,0.000000
19,55,0.00000000e+00,0.042531,0.000000
19,56,0.00000000e+00,0.042531,0.000000
19,57,0.00000000e+00,0.042531,0.000000
19,58,0.00000000e+00,0.042531,0.000000
19,59,0.00000000e+00,0.042531,0.000000
19,60,0.00000000e+00,0.042531,0.000000
19,61,0.00000000e+00,0.042531,0.000000
19,62,0.00000000e+00,0.042531,0.000000
19,63,0.00000000e+00,0.042531,0.000000
21,0,0.00000000e+00,0.039582,0.000000
21,1,0.00000000e+00,0.039582,0.000000
21,2,0.00000000e+00,0.039582,0.000000
21,3,0.00000000e+00,0.039582,0.000000
21,4,0.00000000e+00,0.039582,0.000000
21,5,1.87481032e-02,0.039582,0.473656
21,6,6.79920622e-04,0.039582,0.017178
21,7,1.35242456e-03,0.039582,0.034168
21,8,2.46645409e-03,0.039582,0.062313
21,9,4.65460105e-03,0.039582,0.117595
21,10,2.53683264e-03,0.039582,0.064091
21,11,2.89331690e-03,0.039582,0.073097
21,12,2.54669769e-03,0.039582,0.064340
21,13,8.81520221e-04,0.039582,0.022271
21,14,8.27650886e-04,0.039582,0.020910
21,15,6.20935387e-04,0.039582,0.015687
21,16,3.75915380e-04,0.039582,0.009497
21,17,2.69231533e-04,0.039582,0.006802
21,18,2.08387957e-04,0.039582,0.005265
21,19,1.45663873e-04,0.039582,0.003680
21,20,1.02710732e-04,0.039582,0.002595
21,21,7.60162722e-05,0.039582,0.001920
21,22,5.49123072e-05,0.039582,0.001387
21,23,4.03898500e-05,0.039582,0.001020
21,24,2.91151097e-05,0.039582,0.000736
21,25,2.11499823e-05,0.039582,0.000534
21,26,1.50414082e-05,0.039582,0.000380
21,27,1.07946760e-05,0.039582,0.000273
21,28,7.66883010e-06,0.039582,0.000194
21,29,5.42470672e-06,0.039582,0.000137
21,30,3.81030507e-06,0.039582,0.000096
21,31,2.64064263e-06,0.039582,0.000067
21,32,1.81186942e-06,0.039582,0.000046
21,33,1.08827088e-06,0.039582,0.000027
21,34,6.37084123e-07,0.039582,0.000016
21,35,3.69004541e-07,0.039582,0.000009
21,36,2.12567018e-07,0.039582,0.000005
21,37,1.25262971e-07,0.039582,0.000003
21,38,7.27755362e-08,0.039582,0.000002
21,39,3.84635677e-08,0.039582,0.000001
21,40,2.19982029e-08,0.039582,0.000001
21,41,1.14338075e-08,0.039582,0.000000
21,42,5.69512568e-09,0.039582,0.000000
21,43,2.79696363e-09,0.039582,0.000000
21,44,0.00000000e+00,0.039582,0.000000
21,45,0.00000000e+00,0.039582,0.000000
21,46,0.00000000e+00,0.039582,0.000000
21,47,0.00000000e+00,0.039582,0.000000
21,48,0.00000000e+00,0.039582,0.000000
21,49,0.00000000e+00,0.039582,0.000000
21,50,0.00000000e+00,0.039582,0.000000
21,51,0.00000000e+00,0.039582,0.000000
21,52,0.00000000e+00,0.039582,0.000000
21,53,0.00000000e+00,0.039582,0.000000
21,54,0.00000000e+00,0.039582,0.000000
21,55,0.00000000e+00,0.039582,0.000000
21,56,0.00000000e+00,0.039582,0.000000
21,57,0.00000000e+00,0.039582,0.000000
21,58,0.00000000e+00,0.039582,0.000000
21,59,0.00000000e+00,0.039582,0.000000
21,60,0.00000000e+00,0.039582,0.000000
21,61,0.00000000e+00,0.039582,0.000000
21,62,0.00000000e+00,0.039582,0.000000
21,63,0.00000000e+00,0.039582,0.000000
23,0,0.00000000e+00,0.069181,0.000000
23,1,0.00000000e+00,0.069181,0.000000
23,2,0.00000000e+00,0.069181,0.000000
23,3,0.00000000e+00,0.069181,0.000000
23,4,1.65324957e-02,0.069181,0.238975
23,5,1.77876866e-03,0.069181,0.025712
23,6,1.61392879e-03,0.069181,0.023329
23,7,4.19017471e-03,0.069181,0.060568
23,8,2.84690677e-03,0.069181,0.041152
23,9,2.62770006e-03,0.069181,0.037983
23,10,3.30300648e-02,0.069181,0.477445
23,11,1.59221866e-03,0.069181,0.023015
23,12,1.14112159e-03,0.069181,0.016495
23,13,1.12579738e-03,0.069181,0.016273
23,14,7.81837646e-04,0.069181,0.011301
23,15,5.78463618e-04,0.069181,0.008362
23,16,3.43536075e-04,0.069181,0.004966
23,17,2.84122331e-04,0.069181,0.004107
23,18,1.97702445e-04,0.069181,0.002858
23,19,1.40204302e-04,0.069181,0.002027
23,20,1.04190791e-04,0.069181,0.001506
23,21,7.65118231e-05,0.069181,0.001106
23,22,5.54091522e-05,0.069181,0.000801
23,23,3.96802145e-05,0.069181,0.000574
23,24,2.93108700e-05,0.069181,0.000424
23,25,2.09295317e-05,0.069181,0.000303
23,26,1.50874509e-05,0.069181,0.000218
23,27,1.07320828e-05,0.069181,0.000155
23,28,7.68793593e-06,0.069181,0.000111
23,29,5.42073481e-06,0.069181,0.000078
23,30,3.80541533e-06,0.069181,0.000055
23,31,2.63990510e-06,0.069181,0.000038
23,32,1.80684936e-06,0.069181,0.000026
23,33,1.09015595e-06,0.069181,0.000016
23,34,6.39793568e-07,0.069181,0.000009
23,35,3.64622631e-07,0.069181,0.000005
23,36,2.19242255e-07,0.069181,0.000003
23,37,1.24168511e-07,0.069181,0.000002
23,38,7.15947021e-08,0.069181,0.000001
23,39,4.09330255e-08,0.069181,0.000001
23,40,2.26249650e-08,0.069181,0.000000
23,41,1.19436082e-08,0.069181,0.000000
23,42,6.66961192e-09,0.069181,0.000000
23,43,3.56026195e-09,0.069181,0.000000
23,44,0.00000000e+00,0.069181,0.000000
23,45,0.00000000e+00,0.069181,0.000000
23,46,0.00000000e+00,0.069181,0.000000
23,47,0.00000000e+00,0.069181,0.000000
23,48,0.00000000e+00,0.069181,0.000000
23,49,0.00000000e+00,0.069181,0.000000
23,50,0.00000000e+00,0.069181,0.000000
23,51,0.00000000e+00,0.069181,0.000000
23,52,0.00000000e+00,0.069181,0.000000
23,53,0.00000000e+00,0.069181,0.000000
23,54,0.00000000e+00,0.069181,0.000000
23,55,0.00000000e+00,0.069181,0.000000
23,56,0.00000000e+00,0.069181,0.000000
23,57,0.00000000e+00,0.069181,0.000000
23,58,0.00000000e+00,0.069181,0.000000
23,59,0.00000000e+00,0.069181,0.000000
23,60,0.00000000e+00,0.069181,0.000000
23,61,0.00000000e+00,0.069181,0.000000
23,62,0.00000000e+00,0.069181,0.000000
23,63,0.00000000e+00,0.069181,0.000000
25,0,0.00000000e+00,0.043235,0.000000
25,1,0.00000000e+00,0.043235,0.000000
25,2,0.00000000e+00,0.043235,0.000000
25,3,0.00000000e+00,0.043235,0.000000
25,4,1.05250429e-03,0.043235,0.024344
25,5,0.00000000e+00,0.043235,0.000000
25,6,1.19427265e-02,0.043235,0.276230
25,7,5.21702182e-04,0.043235,0.012067
25,8,1.76005048e-02,0.043235,0.407092
25,9,2.48669054e-03,0.043235,0.057516
25,10,2.48417691e-03,0.043235,0.057458
25,11,2.21100849e-03,0.043235,0.051140
25,12,1.21156879e-03,0.043235,0.028023
25,13,1.06484688e-03,0.043235,0.024629
25,14,7.62687089e-04,0.043235,0.017641
25,15,5.15993492e-04,0.043235,0.011935
25,16,3.83526665e-04,0.043235,0.008871
25,17,2.65910694e-04,0.043235,0.006150
25,18,2.13748109e-04,0.043235,0.004944
25,19,1.42320669e-04,0.043235,0.003292
25,20,1.04296866e-04,0.043235,0.002412
25,21,7.51278475e-05,0.043235,0.001738
25,22,5.56578895e-05,0.043235,0.001287
25,23,3.99847065e-05,0.043235,0.000925
25,24,2.89355172e-05,0.043235,0.000669
25,25,2.08437181e-05,0.043235,0.000482
25,26,1.50254965e-05,0.043235,0.000348
25,27,1.08719409e-05,0.043235,0.000251
25,28,7.68727648e-06,0.043235,0.000178
25,29,5.46321326e-06,0.043235,0.000126
25,30,3.81177652e-06,0.043235,0.000088
25,31,2.64277501e-06,0.043235,0.000061
25,32,1.81137400e-06,0.043235,0.000042
25,33,1.09343410e-06,0.043235,0.000025
25,34,6.39770551e-07,0.043235,0.000015
25,35,3.66574402e-07,0.043235,0.000008
25,36,2.16044435e-07,0.043235,0.000005
25,37,1.24676341e-07,0.043235,0.000003
25,38,7.11088716e-08,0.043235,0.000002
25,39,3.87608768e-08,0.043235,0.000001
25,40,2.37657094e-08,0.043235,0.000001
25,41,1.04074570e-08,0.043235,0.000000
25,42,6.19207451e-09,0.043235,0.000000
25,43,2.91385447e-09,0.043235,0.000000
25,44,0.00000000e+00,0.043235,0.000000
25,45,0.00000000e+00,0.043235,0.000000
25,46,0.00000000e+00,0.043235,0.000000
25,47,0.00000000e+00,0.043235,0.000000
25,48,0.00000000e+00,0.043235,0.000000
25,49,0.00000000e+00,0.043235,0.000000
25,50,0.00000000e+00,0.043235,0.000000
25,51,0.00000000e+00,0.043235,0.000000
25,52,0.00000000e+00,0.043235,0.000000
25,53,0.00000000e+00,0.043235,0.000000
25,54,0.00000000e+00,0.043235,0.000000
25,55,0.00000000e+00,0.043235,0.000000
25,56,0.00000000e+00,0.043235,0.000000
25,57,0.00000000e+00,0.043235,0.000000
25,58,0.00000000e+00,0.043235,0.000000
25,59,0.00000000e+00,0.043235,0.000000
25,60,0.00000000e+00,0.043235,0.000000
25,61,0.00000000e+00,0.043235,0.000000
25,62,0.00000000e+00,0.043235,0.000000
25,63,0.00000000e+00,0.043235,0.000000
27,0,0.00000000e+00,0.070763,0.000000
27,1,0.00000000e+00,0.070763,0.000000
27,2,0.00000000e+00,0.070763,0.000000
27,3,0.00000000e+00,0.070763,0.000000
27,4,0.00000000e+00,0.070763,0.000000
27,5,2.40801144e-03,0.070763,0.034029
27,6,1.14211762e-02,0.070763,0.161400
27,7,2.80622379e-02,0.070763,0.396565
27,8,1.66045424e-02,0.070763,0.234649
27,9,3.05672411e-03,0.070763,0.043196
27,10,2.57770389e-03,0.070763,0.036427
27,11,1.30579169e-03,0.070763,0.018453
27,12,1.55595326e-03,0.070763,0.021988
27,13,1.12546045e-03,0.070763,0.015905
27,14,7.25574403e-04,0.070763,0.010254
27,15,5.66935330e-04,0.070763,0.008012
27,16,3.42867616e-04,0.070763,0.004845
27,17,2.91669782e-04,0.070763,0.004122
27,18,2.03710632e-04,0.070763,0.002879
27,19,1.39532347e-04,0.070763,0.001972
27,20,1.05042341e-04,0.070763,0.001484
27,21,7.48656928e-05,0.070763,0.001058
27,22,5.58693236e-05,0.070763,0.000790
27,23,3.99633586e-05,0.070763,0.000565
27,24,2.87997971e-05,0.070763,0.000407
27,25,2.09578846e-05,0.070763,0.000296
27,26,1.50958059e-05,0.070763,0.000213
27,27,1.07593628e-05,0.070763,0.000152
27,28,7.71276350e-06,0.070763,0.000109
27,29,5.42289536e-06,0.070763,0.000077
27,30,3.81695844e-06,0.070763,0.000054
27,31,2.63932906e-06,0.070763,0.000037
27,32,1.81021314e-06,0.070763,0.000026
27,33,1.09625453e-06,0.070763,0.000015
27,34,6.33244621e-07,0.070763,0.000009
27,35,3.71881357e-07,0.070763,0.000005
27,36,2.16088363e-07,0.070763,0.000003
27,37,1.22301533e-07,0.070763,0.000002
27,38,7.13885564e-08,0.070763,0.000001
27,39,4.09849102e-08,0.070763,0.000001
27,40,2.07896889e-08,0.070763,0.000000
27,41,1.19799030e-08,0.070763,0.000000
27,42,7.02327770e-09,0.070763,0.000000
27,43,1.98683225e-09,0.070763,0.000000
27,44,0.00000000e+00,0.070763,0.000000
27,45,0.00000000e+00,0.070763,0.000000
27,46,0.00000000e+00,0.070763,0.000000
27,47,0.00000000e+00,0.070763,0.000000
27,48,0.00000000e+00,0.070763,0.000000
27,49,0.00000000e+00,0.070763,0.000000
27,50,0.00000000e+00,0.070763,0.000000
27,51,0.00000000e+00,0.070763,0.000000
27,52,0.00000000e+00,0.070763,0.000000
27,53,0.00000000e+00,0.070763,0.000000
27,54,0.00000000e+00,0.070763,0.000000
27,55,0.00000000e+00,0.070763,0.000000
27,56,0.00000000e+00,0.070763,0.000000
27,57,0.00000000e+00,0.070763,0.000000
27,58,0.00000000e+00,0.070763,0.000000
27,59,0.00000000e+00,0.070763,0.000000
27,60,0.00000000e+00,0.070763,0.000000
27,61,0.00000000e+00,0.070763,0.000000
27,62,0.00000000e+00,0.070763,0.000000
27,63,0.00000000e+00,0.070763,0.000000
29,0,0.00000000e+00,0.073069,0.000000
29,1,0.00000000e+00,0.073069,0.000000
29,2,0.00000000e+00,0.073069,0.000000
29,3,0.00000000e+00,0.073069,0.000000
29,4,9.35040695e-03,0.073069,0.127966
29,5,1.51749298e-02,0.073069,0.207678
29,6,2.89375243e-03,0.073069,0.039603
29,7,3.65262291e-03,0.073069,0.049988
29,8,1.52710962e-02,0.073069,0.208994
29,9,2.83580868e-03,0.073069,0.038810
29,10,3.37512952e-03,0.073069,0.046191
29,11,1.55402370e-02,0.073069,0.212678
29,12,1.35531407e-03,0.073069,0.018548
29,13,9.39904773e-04,0.073069,0.012863
29,14,8.13017961e-04,0.073069,0.011127
29,15,5.04053592e-04,0.073069,0.006898
29,16,3.86595006e-04,0.073069,0.005291
29,17,2.62050942e-04,0.073069,0.003586
29,18,1.93977755e-04,0.073069,0.002655
29,19,1.44160167e-04,0.073069,0.001973
29,20,1.03343783e-04,0.073069,0.001414
29,21,7.80524178e-05,0.073069,0.001068
29,22,5.53111664e-05,0.073069,0.000757
29,23,3.99543291e-05,0.073069,0.000547
29,24,2.90632356e-05,0.073069,0.000398
29,25,2.08702797e-05,0.073069,0.000286
29,26,1.50464910e-05,0.073069,0.000206
29,27,1.07910815e-05,0.073069,0.000148
29,28,7.67931068e-06,0.073069,0.000105
29,29,5.43549207e-06,0.073069,0.000074
29,30,3.79598688e-06,0.073069,0.000052
29,31,2.65062846e-06,0.073069,0.000036
29,32,1.82079087e-06,0.073069,0.000025
29,33,1.08951526e-06,0.073069,0.000015
29,34,6.39087404e-07,0.073069,0.000009
29,35,3.72955664e-07,0.073069,0.000005
29,36,2.17379246e-07,0.073069,0.000003
29,37,1.28196561e-07,0.073069,0.000002
29,38,7.06224679e-08,0.073069,0.000001
29,39,3.97413540e-08,0.073069,0.000001
29,40,2.37547361e-08,0.073069,0.000000
29,41,1.27751104e-08,0.073069,0.000000
29,42,6.24414023e-09,0.073069,0.000000
29,43,3.53557950e-09,0.073069,0.000000
29,44,0.00000000e+00,0.073069,0.000000
29,45,0.00000000e+00,0.073069,0.000000
29,46,0.00000000e+00,0.073069,0.000000
29,47,0.00000000e+00,0.073069,0.000000
29,48,0.00000000e+00,0.073069,0.000000
29,49,0.00000000e+00,0.073069,0.000000
29,50,0.00000000e+00,0.073069,0.000000
29,51,0.00000000e+00,0.073069,0.000000
29,52,0.00000000e+00,0.073069,0.000000
29,53,0.00000000e+00,0.073069,0.000000
29,54,0.00000000e+00,0.073069,0.000000
29,55,0.00000000e+00,0.073069,0.000000
29,56,0.00000000e+00,0.073069,0.000000
29,57,0.00000000e+00,0.073069,0.000000
29,58,0.00000000e+00,0.073069,0.000000
29,59,0.00000000e+00,0.073069,0.000000
29,60,0.00000000e+00,0.073069,0.000000
29,61,0.00000000e+00,0.073069,0.000000
29,62,0.00000000e+00,0.073069,0.000000
29,63,0.00000000e+00,0.073069,0.000000
31,0,0.00000000e+00,0.053650,0.000000
31,1,0.00000000e+00,0.053650,0.000000
31,2,0.00000000e+00,0.053650,0.000000
31,3,0.00000000e+00,0.053650,0.000000
31,4,2.95847967e-03,0.053650,0.055144
31,5,0.00000000e+00,0.053650,0.000000
31,6,2.77008961e-03,0.053650,0.051633
31,7,1.21193339e-03,0.053650,0.022590
31,8,3.43719329e-02,0.053650,0.640675
31,9,2.43620176e-03,0.053650,0.045410
31,10,2.75718897e-03,0.053650,0.051393
31,11,2.28356569e-03,0.053650,0.042564
31,12,1.42154649e-03,0.053650,0.026497
31,13,9.66063283e-04,0.053650,0.018007
31,14,6.55549432e-04,0.053650,0.012219
31,15,5.05423441e-04,0.053650,0.009421
31,16,3.40169366e-04,0.053650,0.006341
31,17,2.63606608e-04,0.053650,0.004913
31,18,1.87727697e-04,0.053650,0.003499
31,19,1.44387451e-04,0.053650,0.002691
31,20,1.06193532e-04,0.053650,0.001979
31,21,7.56079259e-05,0.053650,0.001409
31,22,5.45982409e-05,0.053650,0.001018
31,23,3.99281446e-05,0.053650,0.000744
31,24,2.88325002e-05,0.053650,0.000537
31,25,2.08687614e-05,0.053650,0.000389
31,26,1.49895428e-05,0.053650,0.000279
31,27,1.07617954e-05,0.053650,0.000201
31,28,7.65085137e-06,0.053650,0.000143
31,29,5.41618990e-06,0.053650,0.000101
31,30,3.82437620e-06,0.053650,0.000071
31,31,2.64932105e-06,0.053650,0.000049
31,32,1.81033105e-06,0.053650,0.000034
31,33,1.08959954e-06,0.053650,0.000020
31,34,6.40940537e-07,0.053650,0.000012
31,35,3.72759112e-07,0.053650,0.000007
31,36,2.14004123e-07,0.053650,0.000004
31,37,1.26727539e-07,0.053650,0.000002
31,38,7.35410412e-08,0.053650,0.000001
31,39,4.00333318e-08,0.053650,0.000001
31,40,2.31486394e-08,0.053650,0.000000
31,41,1.29541282e-08,0.053650,0.000000
31,42,6.12481226e-09,0.053650,0.000000
31,43,2.89547968e-09,0.053650,0.000000
31,44,0.00000000e+00,0.053650,0.000000
31,45,0.00000000e+00,0.053650,0.000000
31,46,0.00000000e+00,0.053650,0.000000
31,47,0.00000000e+00,0.053650,0.000000
31,48,0.00000000e+00,0.053650,0.000000
31,49,0.00000000e+00,0.053650,0.000000
31,50,0.00000000e+00,0.053650,0.000000
31,51,0.00000000e+00,0.053650,0.000000
31,52,0.00000000e+00,0.053650,0.000000
31,53,0.00000000e+00,0.053650,0.000000
31,54,0.00000000e+00,0.053650,0.000000
31,55,0.00000000e+00,0.053650,0.000000
31,56,0.00000000e+00,0.053650,0.000000
31,57,0.00000000e+00,0.053650,0.000000
31,58,0.00000000e+00,0.053650,0.000000
31,59,0.00000000e+00,0.053650,0.000000
31,60,0.00000000e+00,0.053650,0.000000
31,61,0.00000000e+00,0.053650,0.000000
31,62,0.00000000e+00,0.053650,0.000000
31,63,0.00000000e+00,0.053650,0.000000
