# entry decomposition q=3 L=3: for each nonzero Lmat[src,dst], the (da,db) move-pairs and w-products
# src(e_rho,gamma)	dst(e_rho,gamma)	entry	(da,db):wprod ...
(1,16)	(15,13)	0.0011585421	(1,5):0.000868062 (2,6):0.000217016 (3,7):5.42539e-05 (4,8):1.35635e-05 (5,9):3.39087e-06 (6,10):8.47717e-07 (7,11):2.11929e-07 (8,12):5.29823e-08 (9,13):1.32456e-08 (10,14):3.31139e-09 (11,15):8.27849e-10 (12,16):2.06962e-10 (13,17):5.17405e-11 (14,18):1.29351e-11 (15,1):8.47717e-07 (16,2):2.11929e-07 (17,3):5.29823e-08 (18,4):1.32456e-08
(1,16)	(15,14)	0.0011585421	(1,5):0.000868062 (2,6):0.000217016 (3,7):5.42539e-05 (4,8):1.35635e-05 (5,9):3.39087e-06 (6,10):8.47717e-07 (7,11):2.11929e-07 (8,12):5.29823e-08 (9,13):1.32456e-08 (10,14):3.31139e-09 (11,15):8.27849e-10 (12,16):2.06962e-10 (13,17):5.17405e-11 (14,18):1.29351e-11 (15,1):8.47717e-07 (16,2):2.11929e-07 (17,3):5.29823e-08 (18,4):1.32456e-08
(1,16)	(17,6)	0.0046299299	(1,3):0.00347225 (2,4):0.000868062 (3,5):0.000217016 (4,6):5.42539e-05 (5,7):1.35635e-05 (6,8):3.39087e-06 (7,9):8.47717e-07 (8,10):2.11929e-07 (9,11):5.29823e-08 (10,12):1.32456e-08 (11,13):3.31139e-09 (12,14):8.27849e-10 (13,15):2.06962e-10 (14,16):5.17405e-11 (15,17):1.29351e-11 (16,18):3.23378e-12 (17,1):2.11929e-07 (18,2):5.29823e-08
(1,16)	(17,7)	0.0046299299	(1,3):0.00347225 (2,4):0.000868062 (3,5):0.000217016 (4,6):5.42539e-05 (5,7):1.35635e-05 (6,8):3.39087e-06 (7,9):8.47717e-07 (8,10):2.11929e-07 (9,11):5.29823e-08 (10,12):1.32456e-08 (11,13):3.31139e-09 (12,14):8.27849e-10 (13,15):2.06962e-10 (14,16):5.17405e-11 (15,17):1.29351e-11 (16,18):3.23378e-12 (17,1):2.11929e-07 (18,2):5.29823e-08
(1,16)	(17,8)	0.0046299299	(1,3):0.00347225 (2,4):0.000868062 (3,5):0.000217016 (4,6):5.42539e-05 (5,7):1.35635e-05 (6,8):3.39087e-06 (7,9):8.47717e-07 (8,10):2.11929e-07 (9,11):5.29823e-08 (10,12):1.32456e-08 (11,13):3.31139e-09 (12,14):8.27849e-10 (13,15):2.06962e-10 (14,16):5.17405e-11 (15,17):1.29351e-11 (16,18):3.23378e-12 (17,1):2.11929e-07 (18,2):5.29823e-08
(1,16)	(17,9)	0.0046299299	(1,3):0.00347225 (2,4):0.000868062 (3,5):0.000217016 (4,6):5.42539e-05 (5,7):1.35635e-05 (6,8):3.39087e-06 (7,9):8.47717e-07 (8,10):2.11929e-07 (9,11):5.29823e-08 (10,12):1.32456e-08 (11,13):3.31139e-09 (12,14):8.27849e-10 (13,15):2.06962e-10 (14,16):5.17405e-11 (15,17):1.29351e-11 (16,18):3.23378e-12 (17,1):2.11929e-07 (18,2):5.29823e-08
(1,16)	(17,10)	0.0046299299	(1,3):0.00347225 (2,4):0.000868062 (3,5):0.000217016 (4,6):5.42539e-05 (5,7):1.35635e-05 (6,8):3.39087e-06 (7,9):8.47717e-07 (8,10):2.11929e-07 (9,11):5.29823e-08 (10,12):1.32456e-08 (11,13):3.31139e-09 (12,14):8.27849e-10 (13,15):2.06962e-10 (14,16):5.17405e-11 (15,17):1.29351e-11 (16,18):3.23378e-12 (17,1):2.11929e-07 (18,2):5.29823e-08
(1,16)	(17,11)	0.0046299299	(1,3):0.00347225 (2,4):0.000868062 (3,5):0.000217016 (4,6):5.42539e-05 (5,7):1.35635e-05 (6,8):3.39087e-06 (7,9):8.47717e-07 (8,10):2.11929e-07 (9,11):5.29823e-08 (10,12):1.32456e-08 (11,13):3.31139e-09 (12,14):8.27849e-10 (13,15):2.06962e-10 (14,16):5.17405e-11 (15,17):1.29351e-11 (16,18):3.23378e-12 (17,1):2.11929e-07 (18,2):5.29823e-08
(1,16)	(17,12)	0.0046299299	(1,3):0.00347225 (2,4):0.000868062 (3,5):0.000217016 (4,6):5.42539e-05 (5,7):1.35635e-05 (6,8):3.39087e-06 (7,9):8.47717e-07 (8,10):2.11929e-07 (9,11):5.29823e-08 (10,12):1.32456e-08 (11,13):3.31139e-09 (12,14):8.27849e-10 (13,15):2.06962e-10 (14,16):5.17405e-11 (15,17):1.29351e-11 (16,18):3.23378e-12 (17,1):2.11929e-07 (18,2):5.29823e-08
(1,16)	(17,13)	0.0046299299	(1,3):0.00347225 (2,4):0.000868062 (3,5):0.000217016 (4,6):5.42539e-05 (5,7):1.35635e-05 (6,8):3.39087e-06 (7,9):8.47717e-07 (8,10):2.11929e-07 (9,11):5.29823e-08 (10,12):1.32456e-08 (11,13):3.31139e-09 (12,14):8.27849e-10 (13,15):2.06962e-10 (14,16):5.17405e-11 (15,17):1.29351e-11 (16,18):3.23378e-12 (17,1):2.11929e-07 (18,2):5.29823e-08
(1,16)	(17,14)	0.0046299299	(1,3):0.00347225 (2,4):0.000868062 (3,5):0.000217016 (4,6):5.42539e-05 (5,7):1.35635e-05 (6,8):3.39087e-06 (7,9):8.47717e-07 (8,10):2.11929e-07 (9,11):5.29823e-08 (10,12):1.32456e-08 (11,13):3.31139e-09 (12,14):8.27849e-10 (13,15):2.06962e-10 (14,16):5.17405e-11 (15,17):1.29351e-11 (16,18):3.23378e-12 (17,1):2.11929e-07 (18,2):5.29823e-08
(1,17)	(1,6)	0.01851866	(1,1):0.013889 (2,2):0.00347225 (3,3):0.000868062 (4,4):0.000217016 (5,5):5.42539e-05 (6,6):1.35635e-05 (7,7):3.39087e-06 (8,8):8.47717e-07 (9,9):2.11929e-07 (10,10):5.29823e-08 (11,11):1.32456e-08 (12,12):3.31139e-09 (13,13):8.27849e-10 (14,14):2.06962e-10 (15,15):5.17405e-11 (16,16):1.29351e-11 (17,17):3.23378e-12 (18,18):8.08446e-13
(1,17)	(1,7)	0.01851866	(1,1):0.013889 (2,2):0.00347225 (3,3):0.000868062 (4,4):0.000217016 (5,5):5.42539e-05 (6,6):1.35635e-05 (7,7):3.39087e-06 (8,8):8.47717e-07 (9,9):2.11929e-07 (10,10):5.29823e-08 (11,11):1.32456e-08 (12,12):3.31139e-09 (13,13):8.27849e-10 (14,14):2.06962e-10 (15,15):5.17405e-11 (16,16):1.29351e-11 (17,17):3.23378e-12 (18,18):8.08446e-13
(1,17)	(1,8)	0.01851866	(1,1):0.013889 (2,2):0.00347225 (3,3):0.000868062 (4,4):0.000217016 (5,5):5.42539e-05 (6,6):1.35635e-05 (7,7):3.39087e-06 (8,8):8.47717e-07 (9,9):2.11929e-07 (10,10):5.29823e-08 (11,11):1.32456e-08 (12,12):3.31139e-09 (13,13):8.27849e-10 (14,14):2.06962e-10 (15,15):5.17405e-11 (16,16):1.29351e-11 (17,17):3.23378e-12 (18,18):8.08446e-13
(1,17)	(1,9)	0.01851866	(1,1):0.013889 (2,2):0.00347225 (3,3):0.000868062 (4,4):0.000217016 (5,5):5.42539e-05 (6,6):1.35635e-05 (7,7):3.39087e-06 (8,8):8.47717e-07 (9,9):2.11929e-07 (10,10):5.29823e-08 (11,11):1.32456e-08 (12,12):3.31139e-09 (13,13):8.27849e-10 (14,14):2.06962e-10 (15,15):5.17405e-11 (16,16):1.29351e-11 (17,17):3.23378e-12 (18,18):8.08446e-13
(1,17)	(1,10)	0.01851866	(1,1):0.013889 (2,2):0.00347225 (3,3):0.000868062 (4,4):0.000217016 (5,5):5.42539e-05 (6,6):1.35635e-05 (7,7):3.39087e-06 (8,8):8.47717e-07 (9,9):2.11929e-07 (10,10):5.29823e-08 (11,11):1.32456e-08 (12,12):3.31139e-09 (13,13):8.27849e-10 (14,14):2.06962e-10 (15,15):5.17405e-11 (16,16):1.29351e-11 (17,17):3.23378e-12 (18,18):8.08446e-13
(1,17)	(1,11)	0.01851866	(1,1):0.013889 (2,2):0.00347225 (3,3):0.000868062 (4,4):0.000217016 (5,5):5.42539e-05 (6,6):1.35635e-05 (7,7):3.39087e-06 (8,8):8.47717e-07 (9,9):2.11929e-07 (10,10):5.29823e-08 (11,11):1.32456e-08 (12,12):3.31139e-09 (13,13):8.27849e-10 (14,14):2.06962e-10 (15,15):5.17405e-11 (16,16):1.29351e-11 (17,17):3.23378e-12 (18,18):8.08446e-13
(1,17)	(1,12)	0.01851866	(1,1):0.013889 (2,2):0.00347225 (3,3):0.000868062 (4,4):0.000217016 (5,5):5.42539e-05 (6,6):1.35635e-05 (7,7):3.39087e-06 (8,8):8.47717e-07 (9,9):2.11929e-07 (10,10):5.29823e-08 (11,11):1.32456e-08 (12,12):3.31139e-09 (13,13):8.27849e-10 (14,14):2.06962e-10 (15,15):5.17405e-11 (16,16):1.29351e-11 (17,17):3.23378e-12 (18,18):8.08446e-13
(1,17)	(1,13)	0.01851866	(1,1):0.013889 (2,2):0.00347225 (3,3):0.000868062 (4,4):0.000217016 (5,5):5.42539e-05 (6,6):1.35635e-05 (7,7):3.39087e-06 (8,8):8.47717e-07 (9,9):2.11929e-07 (10,10):5.29823e-08 (11,11):1.32456e-08 (12,12):3.31139e-09 (13,13):8.27849e-10 (14,14):2.06962e-10 (15,15):5.17405e-11 (16,16):1.29351e-11 (17,17):3.23378e-12 (18,18):8.08446e-13
(1,17)	(1,14)	0.01851866	(1,1):0.013889 (2,2):0.00347225 (3,3):0.000868062 (4,4):0.000217016 (5,5):5.42539e-05 (6,6):1.35635e-05 (7,7):3.39087e-06 (8,8):8.47717e-07 (9,9):2.11929e-07 (10,10):5.29823e-08 (11,11):1.32456e-08 (12,12):3.31139e-09 (13,13):8.27849e-10 (14,14):2.06962e-10 (15,15):5.17405e-11 (16,16):1.29351e-11 (17,17):3.23378e-12 (18,18):8.08446e-13
(1,17)	(3,6)	0.0046299299	(1,17):2.11929e-07 (2,18):5.29823e-08 (3,1):0.00347225 (4,2):0.000868062 (5,3):0.000217016 (6,4):5.42539e-05 (7,5):1.35635e-05 (8,6):3.39087e-06 (9,7):8.47717e-07 (10,8):2.11929e-07 (11,9):5.29823e-08 (12,10):1.32456e-08 (13,11):3.31139e-09 (14,12):8.27849e-10 (15,13):2.06962e-10 (16,14):5.17405e-11 (17,15):1.29351e-11 (18,16):3.23378e-12
(1,17)	(3,7)	0.0046299299	(1,17):2.11929e-07 (2,18):5.29823e-08 (3,1):0.00347225 (4,2):0.000868062 (5,3):0.000217016 (6,4):5.42539e-05 (7,5):1.35635e-05 (8,6):3.39087e-06 (9,7):8.47717e-07 (10,8):2.11929e-07 (11,9):5.29823e-08 (12,10):1.32456e-08 (13,11):3.31139e-09 (14,12):8.27849e-10 (15,13):2.06962e-10 (16,14):5.17405e-11 (17,15):1.29351e-11 (18,16):3.23378e-12
(1,17)	(3,8)	0.0046299299	(1,17):2.11929e-07 (2,18):5.29823e-08 (3,1):0.00347225 (4,2):0.000868062 (5,3):0.000217016 (6,4):5.42539e-05 (7,5):1.35635e-05 (8,6):3.39087e-06 (9,7):8.47717e-07 (10,8):2.11929e-07 (11,9):5.29823e-08 (12,10):1.32456e-08 (13,11):3.31139e-09 (14,12):8.27849e-10 (15,13):2.06962e-10 (16,14):5.17405e-11 (17,15):1.29351e-11 (18,16):3.23378e-12
(1,17)	(3,9)	0.0046299299	(1,17):2.11929e-07 (2,18):5.29823e-08 (3,1):0.00347225 (4,2):0.000868062 (5,3):0.000217016 (6,4):5.42539e-05 (7,5):1.35635e-05 (8,6):3.39087e-06 (9,7):8.47717e-07 (10,8):2.11929e-07 (11,9):5.29823e-08 (12,10):1.32456e-08 (13,11):3.31139e-09 (14,12):8.27849e-10 (15,13):2.06962e-10 (16,14):5.17405e-11 (17,15):1.29351e-11 (18,16):3.23378e-12
(1,17)	(3,10)	0.0046299299	(1,17):2.11929e-07 (2,18):5.29823e-08 (3,1):0.00347225 (4,2):0.000868062 (5,3):0.000217016 (6,4):5.42539e-05 (7,5):1.35635e-05 (8,6):3.39087e-06 (9,7):8.47717e-07 (10,8):2.11929e-07 (11,9):5.29823e-08 (12,10):1.32456e-08 (13,11):3.31139e-09 (14,12):8.27849e-10 (15,13):2.06962e-10 (16,14):5.17405e-11 (17,15):1.29351e-11 (18,16):3.23378e-12
(1,17)	(3,11)	0.0046299299	(1,17):2.11929e-07 (2,18):5.29823e-08 (3,1):0.00347225 (4,2):0.000868062 (5,3):0.000217016 (6,4):5.42539e-05 (7,5):1.35635e-05 (8,6):3.39087e-06 (9,7):8.47717e-07 (10,8):2.11929e-07 (11,9):5.29823e-08 (12,10):1.32456e-08 (13,11):3.31139e-09 (14,12):8.27849e-10 (15,13):2.06962e-10 (16,14):5.17405e-11 (17,15):1.29351e-11 (18,16):3.23378e-12
(1,17)	(3,12)	0.0046299299	(1,17):2.11929e-07 (2,18):5.29823e-08 (3,1):0.00347225 (4,2):0.000868062 (5,3):0.000217016 (6,4):5.42539e-05 (7,5):1.35635e-05 (8,6):3.39087e-06 (9,7):8.47717e-07 (10,8):2.11929e-07 (11,9):5.29823e-08 (12,10):1.32456e-08 (13,11):3.31139e-09 (14,12):8.27849e-10 (15,13):2.06962e-10 (16,14):5.17405e-11 (17,15):1.29351e-11 (18,16):3.23378e-12
(1,17)	(3,13)	0.0046299299	(1,17):2.11929e-07 (2,18):5.29823e-08 (3,1):0.00347225 (4,2):0.000868062 (5,3):0.000217016 (6,4):5.42539e-05 (7,5):1.35635e-05 (8,6):3.39087e-06 (9,7):8.47717e-07 (10,8):2.11929e-07 (11,9):5.29823e-08 (12,10):1.32456e-08 (13,11):3.31139e-09 (14,12):8.27849e-10 (15,13):2.06962e-10 (16,14):5.17405e-11 (17,15):1.29351e-11 (18,16):3.23378e-12
(1,17)	(3,14)	0.0046299299	(1,17):2.11929e-07 (2,18):5.29823e-08 (3,1):0.00347225 (4,2):0.000868062 (5,3):0.000217016 (6,4):5.42539e-05 (7,5):1.35635e-05 (8,6):3.39087e-06 (9,7):8.47717e-07 (10,8):2.11929e-07 (11,9):5.29823e-08 (12,10):1.32456e-08 (13,11):3.31139e-09 (14,12):8.27849e-10 (15,13):2.06962e-10 (16,14):5.17405e-11 (17,15):1.29351e-11 (18,16):3.23378e-12
(1,17)	(5,6)	0.0011585421	(1,15):8.47717e-07 (2,16):2.11929e-07 (3,17):5.29823e-08 (4,18):1.32456e-08 (5,1):0.000868062 (6,2):0.000217016 (7,3):5.42539e-05 (8,4):1.35635e-05 (9,5):3.39087e-06 (10,6):8.47717e-07 (11,7):2.11929e-07 (12,8):5.29823e-08 (13,9):1.32456e-08 (14,10):3.31139e-09 (15,11):8.27849e-10 (16,12):2.06962e-10 (17,13):5.17405e-11 (18,14):1.29351e-11
(1,17)	(5,7)	0.0011585421	(1,15):8.47717e-07 (2,16):2.11929e-07 (3,17):5.29823e-08 (4,18):1.32456e-08 (5,1):0.000868062 (6,2):0.000217016 (7,3):5.42539e-05 (8,4):1.35635e-05 (9,5):3.39087e-06 (10,6):8.47717e-07 (11,7):2.11929e-07 (12,8):5.29823e-08 (13,9):1.32456e-08 (14,10):3.31139e-09 (15,11):8.27849e-10 (16,12):2.06962e-10 (17,13):5.17405e-11 (18,14):1.29351e-11
(1,17)	(5,8)	0.0011585421	(1,15):8.47717e-07 (2,16):2.11929e-07 (3,17):5.29823e-08 (4,18):1.32456e-08 (5,1):0.000868062 (6,2):0.000217016 (7,3):5.42539e-05 (8,4):1.35635e-05 (9,5):3.39087e-06 (10,6):8.47717e-07 (11,7):2.11929e-07 (12,8):5.29823e-08 (13,9):1.32456e-08 (14,10):3.31139e-09 (15,11):8.27849e-10 (16,12):2.06962e-10 (17,13):5.17405e-11 (18,14):1.29351e-11
(1,17)	(5,9)	0.0011585421	(1,15):8.47717e-07 (2,16):2.11929e-07 (3,17):5.29823e-08 (4,18):1.32456e-08 (5,1):0.000868062 (6,2):0.000217016 (7,3):5.42539e-05 (8,4):1.35635e-05 (9,5):3.39087e-06 (10,6):8.47717e-07 (11,7):2.11929e-07 (12,8):5.29823e-08 (13,9):1.32456e-08 (14,10):3.31139e-09 (15,11):8.27849e-10 (16,12):2.06962e-10 (17,13):5.17405e-11 (18,14):1.29351e-11
(1,17)	(5,10)	0.0011585421	(1,15):8.47717e-07 (2,16):2.11929e-07 (3,17):5.29823e-08 (4,18):1.32456e-08 (5,1):0.000868062 (6,2):0.000217016 (7,3):5.42539e-05 (8,4):1.35635e-05 (9,5):3.39087e-06 (10,6):8.47717e-07 (11,7):2.11929e-07 (12,8):5.29823e-08 (13,9):1.32456e-08 (14,10):3.31139e-09 (15,11):8.27849e-10 (16,12):2.06962e-10 (17,13):5.17405e-11 (18,14):1.29351e-11
(1,17)	(5,11)	0.0011585421	(1,15):8.47717e-07 (2,16):2.11929e-07 (3,17):5.29823e-08 (4,18):1.32456e-08 (5,1):0.000868062 (6,2):0.000217016 (7,3):5.42539e-05 (8,4):1.35635e-05 (9,5):3.39087e-06 (10,6):8.47717e-07 (11,7):2.11929e-07 (12,8):5.29823e-08 (13,9):1.32456e-08 (14,10):3.31139e-09 (15,11):8.27849e-10 (16,12):2.06962e-10 (17,13):5.17405e-11 (18,14):1.29351e-11
(1,17)	(5,12)	0.0011585421	(1,15):8.47717e-07 (2,16):2.11929e-07 (3,17):5.29823e-08 (4,18):1.32456e-08 (5,1):0.000868062 (6,2):0.000217016 (7,3):5.42539e-05 (8,4):1.35635e-05 (9,5):3.39087e-06 (10,6):8.47717e-07 (11,7):2.11929e-07 (12,8):5.29823e-08 (13,9):1.32456e-08 (14,10):3.31139e-09 (15,11):8.27849e-10 (16,12):2.06962e-10 (17,13):5.17405e-11 (18,14):1.29351e-11
(1,17)	(5,13)	0.0011585421	(1,15):8.47717e-07 (2,16):2.11929e-07 (3,17):5.29823e-08 (4,18):1.32456e-08 (5,1):0.000868062 (6,2):0.000217016 (7,3):5.42539e-05 (8,4):1.35635e-05 (9,5):3.39087e-06 (10,6):8.47717e-07 (11,7):2.11929e-07 (12,8):5.29823e-08 (13,9):1.32456e-08 (14,10):3.31139e-09 (15,11):8.27849e-10 (16,12):2.06962e-10 (17,13):5.17405e-11 (18,14):1.29351e-11
(1,17)	(5,14)	0.0011585421	(1,15):8.47717e-07 (2,16):2.11929e-07 (3,17):5.29823e-08 (4,18):1.32456e-08 (5,1):0.000868062 (6,2):0.000217016 (7,3):5.42539e-05 (8,4):1.35635e-05 (9,5):3.39087e-06 (10,6):8.47717e-07 (11,7):2.11929e-07 (12,8):5.29823e-08 (13,9):1.32456e-08 (14,10):3.31139e-09 (15,11):8.27849e-10 (16,12):2.06962e-10 (17,13):5.17405e-11 (18,14):1.29351e-11
(1,17)	(7,6)	0.0002938741	(1,13):3.39087e-06 (2,14):8.47717e-07 (3,15):2.11929e-07 (4,16):5.29823e-08 (5,17):1.32456e-08 (6,18):3.31139e-09 (7,1):0.000217016 (8,2):5.42539e-05 (9,3):1.35635e-05 (10,4):3.39087e-06 (11,5):8.47717e-07 (12,6):2.11929e-07 (13,7):5.29823e-08 (14,8):1.32456e-08 (15,9):3.31139e-09 (16,10):8.27849e-10 (17,11):2.06962e-10 (18,12):5.17405e-11
(1,17)	(7,7)	0.0002938741	(1,13):3.39087e-06 (2,14):8.47717e-07 (3,15):2.11929e-07 (4,16):5.29823e-08 (5,17):1.32456e-08 (6,18):3.31139e-09 (7,1):0.000217016 (8,2):5.42539e-05 (9,3):1.35635e-05 (10,4):3.39087e-06 (11,5):8.47717e-07 (12,6):2.11929e-07 (13,7):5.29823e-08 (14,8):1.32456e-08 (15,9):3.31139e-09 (16,10):8.27849e-10 (17,11):2.06962e-10 (18,12):5.17405e-11
(1,17)	(7,8)	0.0002938741	(1,13):3.39087e-06 (2,14):8.47717e-07 (3,15):2.11929e-07 (4,16):5.29823e-08 (5,17):1.32456e-08 (6,18):3.31139e-09 (7,1):0.000217016 (8,2):5.42539e-05 (9,3):1.35635e-05 (10,4):3.39087e-06 (11,5):8.47717e-07 (12,6):2.11929e-07 (13,7):5.29823e-08 (14,8):1.32456e-08 (15,9):3.31139e-09 (16,10):8.27849e-10 (17,11):2.06962e-10 (18,12):5.17405e-11
(1,17)	(7,9)	0.0002938741	(1,13):3.39087e-06 (2,14):8.47717e-07 (3,15):2.11929e-07 (4,16):5.29823e-08 (5,17):1.32456e-08 (6,18):3.31139e-09 (7,1):0.000217016 (8,2):5.42539e-05 (9,3):1.35635e-05 (10,4):3.39087e-06 (11,5):8.47717e-07 (12,6):2.11929e-07 (13,7):5.29823e-08 (14,8):1.32456e-08 (15,9):3.31139e-09 (16,10):8.27849e-10 (17,11):2.06962e-10 (18,12):5.17405e-11
(1,17)	(7,10)	0.0002938741	(1,13):3.39087e-06 (2,14):8.47717e-07 (3,15):2.11929e-07 (4,16):5.29823e-08 (5,17):1.32456e-08 (6,18):3.31139e-09 (7,1):0.000217016 (8,2):5.42539e-05 (9,3):1.35635e-05 (10,4):3.39087e-06 (11,5):8.47717e-07 (12,6):2.11929e-07 (13,7):5.29823e-08 (14,8):1.32456e-08 (15,9):3.31139e-09 (16,10):8.27849e-10 (17,11):2.06962e-10 (18,12):5.17405e-11
(1,17)	(7,11)	0.0002938741	(1,13):3.39087e-06 (2,14):8.47717e-07 (3,15):2.11929e-07 (4,16):5.29823e-08 (5,17):1.32456e-08 (6,18):3.31139e-09 (7,1):0.000217016 (8,2):5.42539e-05 (9,3):1.35635e-05 (10,4):3.39087e-06 (11,5):8.47717e-07 (12,6):2.11929e-07 (13,7):5.29823e-08 (14,8):1.32456e-08 (15,9):3.31139e-09 (16,10):8.27849e-10 (17,11):2.06962e-10 (18,12):5.17405e-11
(1,17)	(7,12)	0.0002938741	(1,13):3.39087e-06 (2,14):8.47717e-07 (3,15):2.11929e-07 (4,16):5.29823e-08 (5,17):1.32456e-08 (6,18):3.31139e-09 (7,1):0.000217016 (8,2):5.42539e-05 (9,3):1.35635e-05 (10,4):3.39087e-06 (11,5):8.47717e-07 (12,6):2.11929e-07 (13,7):5.29823e-08 (14,8):1.32456e-08 (15,9):3.31139e-09 (16,10):8.27849e-10 (17,11):2.06962e-10 (18,12):5.17405e-11
(1,17)	(7,13)	0.0002938741	(1,13):3.39087e-06 (2,14):8.47717e-07 (3,15):2.11929e-07 (4,16):5.29823e-08 (5,17):1.32456e-08 (6,18):3.31139e-09 (7,1):0.000217016 (8,2):5.42539e-05 (9,3):1.35635e-05 (10,4):3.39087e-06 (11,5):8.47717e-07 (12,6):2.11929e-07 (13,7):5.29823e-08 (14,8):1.32456e-08 (15,9):3.31139e-09 (16,10):8.27849e-10 (17,11):2.06962e-10 (18,12):5.17405e-11
(1,17)	(7,14)	0.0002938741	(1,13):3.39087e-06 (2,14):8.47717e-07 (3,15):2.11929e-07 (4,16):5.29823e-08 (5,17):1.32456e-08 (6,18):3.31139e-09 (7,1):0.000217016 (8,2):5.42539e-05 (9,3):1.35635e-05 (10,4):3.39087e-06 (11,5):8.47717e-07 (12,6):2.11929e-07 (13,7):5.29823e-08 (14,8):1.32456e-08 (15,9):3.31139e-09 (16,10):8.27849e-10 (17,11):2.06962e-10 (18,12):5.17405e-11
(1,17)	(9,6)	9.0422799e-05	(1,11):1.35635e-05 (2,12):3.39087e-06 (3,13):8.47717e-07 (4,14):2.11929e-07 (5,15):5.29823e-08 (6,16):1.32456e-08 (7,17):3.31139e-09 (8,18):8.27849e-10 (9,1):5.42539e-05 (10,2):1.35635e-05 (11,3):3.39087e-06 (12,4):8.47717e-07 (13,5):2.11929e-07 (14,6):5.29823e-08 (15,7):1.32456e-08 (16,8):3.31139e-09 (17,9):8.27849e-10 (18,10):2.06962e-10
(1,17)	(9,7)	9.0422799e-05	(1,11):1.35635e-05 (2,12):3.39087e-06 (3,13):8.47717e-07 (4,14):2.11929e-07 (5,15):5.29823e-08 (6,16):1.32456e-08 (7,17):3.31139e-09 (8,18):8.27849e-10 (9,1):5.42539e-05 (10,2):1.35635e-05 (11,3):3.39087e-06 (12,4):8.47717e-07 (13,5):2.11929e-07 (14,6):5.29823e-08 (15,7):1.32456e-08 (16,8):3.31139e-09 (17,9):8.27849e-10 (18,10):2.06962e-10
(1,17)	(9,8)	9.0422799e-05	(1,11):1.35635e-05 (2,12):3.39087e-06 (3,13):8.47717e-07 (4,14):2.11929e-07 (5,15):5.29823e-08 (6,16):1.32456e-08 (7,17):3.31139e-09 (8,18):8.27849e-10 (9,1):5.42539e-05 (10,2):1.35635e-05 (11,3):3.39087e-06 (12,4):8.47717e-07 (13,5):2.11929e-07 (14,6):5.29823e-08 (15,7):1.32456e-08 (16,8):3.31139e-09 (17,9):8.27849e-10 (18,10):2.06962e-10
(1,17)	(9,9)	9.0422799e-05	(1,11):1.35635e-05 (2,12):3.39087e-06 (3,13):8.47717e-07 (4,14):2.11929e-07 (5,15):5.29823e-08 (6,16):1.32456e-08 (7,17):3.31139e-09 (8,18):8.27849e-10 (9,1):5.42539e-05 (10,2):1.35635e-05 (11,3):3.39087e-06 (12,4):8.47717e-07 (13,5):2.11929e-07 (14,6):5.29823e-08 (15,7):1.32456e-08 (16,8):3.31139e-09 (17,9):8.27849e-10 (18,10):2.06962e-10
(1,17)	(9,10)	9.0422799e-05	(1,11):1.35635e-05 (2,12):3.39087e-06 (3,13):8.47717e-07 (4,14):2.11929e-07 (5,15):5.29823e-08 (6,16):1.32456e-08 (7,17):3.31139e-09 (8,18):8.27849e-10 (9,1):5.42539e-05 (10,2):1.35635e-05 (11,3):3.39087e-06 (12,4):8.47717e-07 (13,5):2.11929e-07 (14,6):5.29823e-08 (15,7):1.32456e-08 (16,8):3.31139e-09 (17,9):8.27849e-10 (18,10):2.06962e-10
(1,17)	(9,11)	9.0422799e-05	(1,11):1.35635e-05 (2,12):3.39087e-06 (3,13):8.47717e-07 (4,14):2.11929e-07 (5,15):5.29823e-08 (6,16):1.32456e-08 (7,17):3.31139e-09 (8,18):8.27849e-10 (9,1):5.42539e-05 (10,2):1.35635e-05 (11,3):3.39087e-06 (12,4):8.47717e-07 (13,5):2.11929e-07 (14,6):5.29823e-08 (15,7):1.32456e-08 (16,8):3.31139e-09 (17,9):8.27849e-10 (18,10):2.06962e-10
(1,17)	(9,12)	9.0422799e-05	(1,11):1.35635e-05 (2,12):3.39087e-06 (3,13):8.47717e-07 (4,14):2.11929e-07 (5,15):5.29823e-08 (6,16):1.32456e-08 (7,17):3.31139e-09 (8,18):8.27849e-10 (9,1):5.42539e-05 (10,2):1.35635e-05 (11,3):3.39087e-06 (12,4):8.47717e-07 (13,5):2.11929e-07 (14,6):5.29823e-08 (15,7):1.32456e-08 (16,8):3.31139e-09 (17,9):8.27849e-10 (18,10):2.06962e-10
(1,17)	(9,13)	9.0422799e-05	(1,11):1.35635e-05 (2,12):3.39087e-06 (3,13):8.47717e-07 (4,14):2.11929e-07 (5,15):5.29823e-08 (6,16):1.32456e-08 (7,17):3.31139e-09 (8,18):8.27849e-10 (9,1):5.42539e-05 (10,2):1.35635e-05 (11,3):3.39087e-06 (12,4):8.47717e-07 (13,5):2.11929e-07 (14,6):5.29823e-08 (15,7):1.32456e-08 (16,8):3.31139e-09 (17,9):8.27849e-10 (18,10):2.06962e-10
