y_idx,y,n_preimage_strict,n_preimage_eff,max_K,entropy,total_mass,entropy_over_log_npre
64,97,23,23,5.000000e-01,1.404105,1.619049e+00,0.447810
65,98,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
66,100,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
67,101,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
68,103,24,24,5.000000e-01,1.680786,1.904763e+00,0.528873
69,104,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
70,106,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
71,107,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
72,109,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
73,110,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
74,112,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
75,113,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
76,115,23,23,5.000000e-01,1.404105,1.619049e+00,0.447810
77,116,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
78,118,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
79,119,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
80,121,24,24,5.000000e-01,1.680786,1.904763e+00,0.528873
81,122,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
82,124,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
83,125,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
84,127,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
85,128,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
86,130,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
87,131,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
88,133,23,23,5.000000e-01,1.404105,1.619049e+00,0.447810
89,134,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
90,136,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
91,137,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
92,139,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
93,140,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
94,142,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
95,143,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
96,145,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
97,146,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
98,148,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
99,149,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
100,151,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
101,152,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
102,154,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
103,155,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
104,157,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
105,158,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
106,160,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
107,161,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
108,163,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
109,164,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
110,166,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
111,167,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
112,169,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
113,170,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
114,172,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
115,173,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
116,175,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
117,176,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
118,178,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
119,179,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
120,181,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
121,182,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
122,184,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
123,185,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
124,187,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
125,188,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
126,190,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
127,191,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
128,193,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
129,194,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
130,196,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
131,197,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
132,199,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
133,200,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
134,202,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
135,203,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
136,205,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
137,206,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
138,208,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
139,209,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
140,211,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
141,212,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
142,214,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
143,215,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
144,217,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
145,218,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
146,220,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
147,221,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
148,223,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
149,224,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
150,226,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
151,227,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
152,229,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
153,230,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
154,232,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
155,233,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
156,235,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
157,236,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
158,238,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
159,239,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
160,241,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
161,242,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
162,244,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
163,245,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
164,247,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
165,248,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
166,250,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
167,251,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
168,253,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
169,254,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
170,256,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
171,257,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
172,259,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
173,260,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
174,262,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
175,263,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
176,265,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
177,266,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
178,268,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
179,269,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
180,271,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
181,272,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
182,274,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
183,275,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
184,277,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
185,278,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
186,280,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
187,281,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
188,283,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
189,284,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
190,286,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
191,287,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
192,289,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
193,290,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
194,292,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
195,293,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
196,295,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
197,296,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
198,298,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
199,299,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
200,301,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
201,302,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
202,304,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
203,305,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
204,307,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
205,308,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
206,310,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
207,311,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
208,313,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
209,314,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
210,316,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
211,317,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
212,319,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
213,320,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
214,322,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
215,323,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
216,325,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
217,326,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
218,328,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
219,329,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
220,331,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
221,332,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
222,334,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
223,335,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
224,337,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
225,338,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
226,340,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
227,341,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
228,343,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
229,344,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
230,346,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
231,347,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
232,349,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
233,350,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
234,352,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
235,353,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
236,355,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
237,356,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
238,358,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
239,359,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
240,361,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
241,362,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
242,364,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
243,365,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
244,367,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
245,368,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
246,370,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
247,371,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
248,373,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
249,374,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
250,376,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
251,377,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
252,379,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
253,380,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
254,382,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
255,383,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
256,385,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
257,386,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
258,388,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
259,389,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
260,391,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
261,392,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
262,394,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
263,395,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
264,397,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
265,398,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
266,400,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
267,401,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
268,403,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
269,404,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
270,406,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
271,407,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
272,409,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
273,410,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
274,412,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
275,413,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
276,415,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
277,416,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
278,418,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
279,419,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
280,421,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
281,422,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
282,424,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
283,425,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
284,427,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
285,428,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
286,430,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
287,431,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
288,433,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
289,434,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
290,436,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
291,437,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
292,439,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
293,440,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
294,442,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
295,443,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
296,445,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
297,446,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
298,448,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
299,449,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
300,451,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
301,452,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
302,454,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
303,455,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
304,457,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
305,458,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
306,460,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
307,461,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
308,463,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
309,464,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
310,466,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
311,467,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
312,469,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
313,470,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
314,472,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
315,473,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
316,475,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
317,476,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
318,478,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
319,479,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
320,481,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
321,482,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
322,484,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
323,485,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
324,487,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
325,488,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
326,490,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
327,491,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
328,493,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
329,494,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
330,496,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
331,497,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
332,499,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
333,500,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
334,502,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
335,503,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
336,505,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
337,506,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
338,508,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
339,509,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
340,511,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
341,512,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
342,514,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
343,515,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
344,517,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
345,518,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
346,520,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
347,521,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
348,523,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
349,524,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
350,526,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
351,527,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
352,529,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
353,530,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
354,532,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
355,533,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
356,535,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
357,536,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
358,538,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
359,539,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
360,541,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
361,542,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
362,544,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
363,545,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
364,547,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
365,548,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
366,550,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
367,551,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
368,553,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
369,554,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
370,556,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
371,557,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
372,559,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
373,560,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
374,562,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
375,563,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
376,565,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
377,566,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
378,568,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
379,569,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
380,571,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
381,572,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
382,574,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
383,575,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
384,577,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
385,578,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
386,580,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
387,581,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
388,583,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
389,584,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
390,586,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
391,587,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
392,589,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
393,590,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
394,592,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
395,593,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
396,595,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
397,596,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
398,598,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
399,599,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
400,601,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
401,602,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
402,604,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
403,605,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
404,607,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
405,608,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
406,610,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
407,611,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
